Data S1. Processed proteomic data for M. capitata colony MC289 (n=2 per treatment/time point). Normalized abundance values and peptide statistics are shown for each protein identified. 																																	
Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Contaminant	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	MC-289_T1-Amb_1603	MC-289_T1-Amb_1609	MC-289_T1-HiT_2878	MC-289_T1-HiT_2023	MC-289_T3-Amb_1595	MC-289_T3-Amb_2741	MC-289_T3-HiT_2183	MC-289_T3-HiT_2058	MC-289_T5-Amb_1721	MC-289_T5-Amb_2874	MC-289_T5-HiT_1341	MC-289_T5-HiT_2998	MC-289_Field_289-1	MC-289_Field_289-2	# Protein Groups	Modifications
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA33649_R0	Montipora_capitata_PredGene_adi2mcaRNA33649_R0	0	FALSE	27.747	13	5	10	1	554	62	8.28	24.18	5	3	485.6	493.2	429.8	472.3	429.3	463.7	342.6	373.8	427.9	519.3	374.9	295.4	415.4	458.8	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g32968	Montipora_capitata_PredGene_g32968	0	FALSE	17.853	27	4	5	4	239	26.9	5.74	10.21	4	0	104	78.9	90	77.3	114.7	97	79.3	65.2	86.8	94.3	86.7	113	97.6	86.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g46960	Montipora_capitata_PredGene_g46960	0	FALSE	16.929	19	4	5	4	415	44.2	4.91	5.61	4	0	76.1	80.1	73.4	70.4	58.6	62.7	62.5	73	72.8	76.3	76.8	84.8	54.1	69.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g53570	Montipora_capitata_PredGene_g53570	0	FALSE	16.081	7	5	5	5	797	90.6	6.81	5.7	5	0	54.2	56.7	49.8	52.4	51.7	59.7	47.1	41.9	26.3	44	35.4	53	33.6	44.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g55310	Montipora_capitata_PredGene_g55310	0	FALSE	10.238	24	4	10	4	139	15.8	8.25	3.68	4	0	751.9	868.8	768.6	721.6	750.5	783.5	793.7	685.6	863.6	745.4	667.4	778.9	843.8	901	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g22384	Montipora_capitata_PredGene_g22384	0	FALSE	82.53	31	13	24	10	594	64.9	6.98	23.93	13	3	659.9	646.7	694.7	522.1	665.7	627.5	712.9	834.5	700.2	468.8	766.3	856.6	760.4	596.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g47015	Montipora_capitata_PredGene_g47015	0	FALSE	46.122	8	15	16	15	1973	217.9	7.44	12.8	15	0	263.6	248.4	249.1	223.2	335.5	309.7	326.3	314.1	217.5	204.7	229.2	188.1	248.1	216.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g50737	Montipora_capitata_PredGene_g50737	0	FALSE	39.899	30	7	14	7	228	25	6.39	19.82	7	0	559.7	491.2	446.3	523.1	552.8	495.3	465.4	512.5	504.6	577.8	509	537.6	476.2	444.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g46482	Montipora_capitata_PredGene_g46482	0	FALSE	21.934	17	5	6	5	360	40.1	6.99	4.46	5	0	159.8	177	155.6	154.8	148.9	170.6	161.1	167.1	158.8	158.5	142	173	130.2	145.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA3536_R0	Montipora_capitata_PredGene_adi2mcaRNA3536_R0	0	FALSE	10.453	11	1	1	1	173	18.8	6	0	1	0	10.7	8.5	6.8	11.3	9.7	9.8	9.4	8.6	2.5	9.8	7.8	5.5	8.4	7.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA16130_R0	Montipora_capitata_PredGene_adi2mcaRNA16130_R0	0	FALSE	8.104	6	2	2	2	536	58.3	8.13	0	2	0	57.1	59.4	59.1	48.7	64.1	66.6	30	34.7	62.4	42.8	26.8	57.2	42.7	48.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g11682	Montipora_capitata_PredGene_g11682	0.006	FALSE	1.956	2	1	2	1	494	54.7	9.69	0	1	0	196.1	252.7	206.9	203.5	229.1	216	193.1	221.5	193.3	203.3	175.6	191.1	201	225.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g46424	Montipora_capitata_PredGene_g46424	0	FALSE	22.385	42	5	10	1	125	13.5	5.9	13.48	5	0	5.6	3.5	4.9	3.4	6.4	8	20.1		1270.1	32.3	126.1	2365.8	2.9	7.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g67641	Montipora_capitata_PredGene_g67641	0	FALSE	11.562	18	5	5	5	398	47.2	5.19	2.88	5	0	155.6	154.2	153.8	132.9	177.7	164.6	122.3	129.5	142.2	119.5	103.3	193.2	138.2	136.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA37083_R0	Montipora_capitata_PredGene_adi2mcaRNA37083_R0	0	FALSE	10.69	8	3	3	3	446	51	6.55	2.01	3	0	251.9	285	208.9	292.7	283.9	297.6	228	219.2	210.8	241.1	193.8	247.5	267.8	265.6	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g22446	Montipora_capitata_PredGene_g22446	0	FALSE	9.678	30	4	10	4	127	14.5	9.26	1.94	4	0	349.1	359	348.6	306.6	239.2	208.2	351.5	307.2	362.5	424.5	389.1	281.9	396	387	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g8179	Montipora_capitata_PredGene_g8179	0	FALSE	9.523	25	3	3	3	150	16.9	4.51	0	3	0	192.8	101.1	128	129.8	149.1	124.3	114.2	101.1	173.3	138.7	100.4	121.4	147.1	142.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g3442	Montipora_capitata_PredGene_g3442	0	FALSE	8.872	22	2	2	2	224	23.7	8.18	2.43	2	0	21.3	26.8	26.2	18.5	20.7	17.4	20.3	22.5	16.2	19.7	24.9	23	20.3	17.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g45265	Montipora_capitata_PredGene_g45265	0	FALSE	4.965	2	1	1	1	591	67.8	7.33	0	1	0	22.4	21.4	18.3	22.3	29.1	27.9	14.3	15.6	14.6	19	21.3	27.6	16.9	16.8	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g63891	Montipora_capitata_PredGene_g63891	0.001	FALSE	3.78	2	1	1	1	535	61	7.85	2.83	1	0	27.4	27.6	25.4	25.3	29.7	28	25	24.1	25	32.7	18.9	24.2	30.3	32.3	1	
FALSE	Medium	Master Protein	Montipora_capitata_PredGene_g5319	Montipora_capitata_PredGene_g5319	0.017	FALSE	1.462	6	1	1	1	110	11.6	9.01	0	1	0	58.4	79.1	62	63.5	64.5	71.5	62.6	55.4	33.5	76.7	60.3	36.6	66.2	74	1	
FALSE	Medium	Master Protein	Montipora_capitata_PredGene_g17301	Montipora_capitata_PredGene_g17301	0.023	FALSE	1.347	1	1	1	1	821	91.8	5.31	2.23	1	0	162.3	153.2	150.7	140.5	214.2	184.8	114.1	105.7	110.6	130.1	91.7	97.3	132.8	139.2	1	
FALSE	Medium	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA12756_R5	Montipora_capitata_PredGene_adi2mcaRNA12756_R5	0.027	FALSE	1.294	1	1	1	1	549	62.3	8.47	0	1	0	74	78.2	85.4	57.7	79.5	71.7	74.8	66.7	98.6	56.1	70.2	74.4	94	87.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g34901	Montipora_capitata_PredGene_g34901	0	FALSE	107.704	37	9	117	9	220	24	7.44	126.72	9	0	4723.3	6146.2	5763.1	4296.1	3092.4	3087.1	6107.3	6226.2	1035.7	6374.9	6723.4	316.5	4482.9	3405.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g6815	Montipora_capitata_PredGene_g6815	0	FALSE	97.403	67	14	51	10	224	25.5	5.21	95.39	14	4	1154.2	1409.1	1027.9	1349.8	2321.1	1457.6	2702.2	2486.2	126.4	1815.9	2392.3	704.8	1650.5	1450.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA8000_R0	Montipora_capitata_PredGene_adi2mcaRNA8000_R0	0	FALSE	55.027	66	9	20	9	257	28.4	5.14	15.2	9	0	752.4	845.7	788.8	689.4	747.2	742.5	767.6	707.3	891.7	763	739.5	791.1	765.9	841	1	Met-loss [N-Term]
FALSE	High	Master Protein	Montipora_capitata_PredGene_g18169	Montipora_capitata_PredGene_g18169	0	FALSE	47.637	57	8	19	1	201	22.2	5.71	11.71	8	0	218	248.4	196.4	235.5	250.5	264.2	254	254.4	194.7	258.2	258.6	214.1	196.4	233.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA23243_R0	Montipora_capitata_PredGene_adi2mcaRNA23243_R0	0	FALSE	30.772	21	10	15	10	362	40.7	9.39	9.92	10	0	1354.4	1313.8	1317.4	1153.2	1154.3	1179.8	1404.2	1431.4	1493.3	1327.5	1337.5	1215.5	1296.1	1386.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g22802	Montipora_capitata_PredGene_g22802	0	FALSE	24.973	45	5	8	5	143	16.3	6.58	8.25	5	0	585.2	557.5	539.1	517.1	548.7	524	500.6	529.1	621.3	607.2	586.8	754.7	608	649.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g16333	Montipora_capitata_PredGene_g16333	0	FALSE	21.105	18	8	8	8	487	55.9	6.32	2	8	0	537.5	499.8	479.4	478.6	550.1	541.1	523.2	506	932.1	522	486.8	589.6	590.1	540	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA34159_R0	Montipora_capitata_PredGene_adi2mcaRNA34159_R0	0	FALSE	20.9	9	6	6	6	775	88.6	9.52	6.41	6	0	503.3	439.7	392.9	480.5	294.3	279.8	396.2	411.9	222.7	425.6	624.4	713.6	603	472.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g37208	Montipora_capitata_PredGene_g37208	0	FALSE	18.367	12	3	3	3	385	43.3	6.6	8.26	3	0	160.9	154.4	142.5	148.9	147.7	153.3	140.6	139	129.4	151.8	148.3	153.6	146.2	165.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA8071_R0	Montipora_capitata_PredGene_adi2mcaRNA8071_R0	0	FALSE	15.855	31	4	9	4	90	10.2	6.09	8.4	4	0	335.4	420.7	397.7	303.2	290.7	319.8	384.1	383.9	508.6	430.3	389.4	255.9	380.4	352.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g30192	Montipora_capitata_PredGene_g30192	0	FALSE	9.882	11	4	4	4	406	44.6	6.11	4.19	4	0	39.6	41.3	34.2	40.8	44.1	43.9	44.1	44.3	32.8	44.3	47.5	53.3	35	36.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g45580	Montipora_capitata_PredGene_g45580	0	FALSE	5.764	7	2	2	2	385	42.7	8.41	0	2	0	34.3	39.2	32.5	35.4	38.8	31.8	38.7	32.3	23	31.5	29.6	32.2	46.2	39.6	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g26835	Montipora_capitata_PredGene_g26835	0	FALSE	5.744	6	2	2	2	316	35.5	8.6	0	2	0	36.3	33	29.5	34.5	32.3	30.8	31.1	35.7	37.6	45.3	32.7	41.4	32.3	39.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g35095	Montipora_capitata_PredGene_g35095	0.001	FALSE	3.406	3	1	1	1	341	38.9	5.81	0	1	0	56.3	58.4	50.4	55.7	56.7	59.2	44.4	46.4	66.8	55.4	60.8	66.8	42.6	50.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g17887	Montipora_capitata_PredGene_g17887	0	FALSE	93.198	21	14	36	14	943	103.5	5.12	30.92	14	0	1136.4	1098.6	976.6	1093.1	1174.9	1117.1	969.2	946.9	836.8	1097.5	896.6	890.5	1204.4	1065.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g40150	Montipora_capitata_PredGene_g40150	0	FALSE	52.978	16	14	15	14	1020	117.6	5.31	14.84	14	0	190.8	167.4	148.1	184.4	237.3	217	122.4	131	118.8	158.1	118.2	160.7	193.5	177.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g1373	Montipora_capitata_PredGene_g1373	0	FALSE	33.068	36	11	12	11	334	38.6	6.05	8.74	11	0	296.4	306.5	294.8	263.8	309.2	312.9	293.7	247.1	253.2	285.1	281.4	271.3	305	299.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g1394	Montipora_capitata_PredGene_g1394	0	FALSE	6.723	4	3	3	3	822	92.6	7.03	0	3	0	24.9	26.9	22.2	25.8	22.2	20.7	30.3	32.4	17.4	13.4	26.8	23.9	19.1	19.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g47452	Montipora_capitata_PredGene_g47452	0.001	FALSE	3.635	2	1	1	1	623	69	6.4	0	1	0	24.6	30.8	24.9	26	28.8	26.2	24.1	36.1	29.7	21.1	29.6	31.6	25.4	25.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g59066	Montipora_capitata_PredGene_g59066	0	FALSE	618.413	45	143	266	86	2825	327	5.4	221.42	143	44	13701.6	16604.8	15520.7	12557.7	13525.4	13981	14186.3	12035.8	18888.3	13465.9	11991	18593.6	14066.8	16555	1	
FALSE	High	Master Protein	P04264	"SWISS-PROT:P04264 Tax_Id=9606 Gene_Symbol=KRT1 Keratin, type II cytoskeletal 1"	0	TRUE	106.526	35	18	38	16	644	66	8.12	78.22	18	1	743.8	478.1	381.7	798.5	375.7	410.5	429.3	353.6	485.3	894.7	1202.2	501.7	637.5	1144.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g45449	Montipora_capitata_PredGene_g45449	0	FALSE	78.393	38	16	41	16	344	38.4	6.4	32.35	16	0	1201.4	1529.7	1389.5	1133.1	1017.8	1136.9	1607.6	1303.9	1145.5	1371.8	1263.3	853.7	1284.3	1188.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g35214	Montipora_capitata_PredGene_g35214	0	FALSE	47.597	24	12	15	12	672	76	8.34	13.35	12	0	655.2	549.2	540.1	571	736.7	792.8	455.4	471.4	395.5	586.7	447.5	476.3	664.1	548.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g33285	Montipora_capitata_PredGene_g33285	0	FALSE	25.773	8	6	7	6	845	93.3	4.96	8.25	6	0	563.4	523.3	500.7	505.1	517.6	547.7	480.7	467.8	551.5	572.8	504.6	499.7	462.9	550.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g36060	Montipora_capitata_PredGene_g36060	0	FALSE	22.271	23	5	7	5	253	27.8	5.52	2.44	5	0	89.7	87.6	79.1	85.2	72.8	77.9	72.8	73.4	82	92.9	91	77.7	80.9	90.6	1	Met-loss+Acetyl [N-Term]
FALSE	High	Master Protein	Montipora_capitata_PredGene_g18493	Montipora_capitata_PredGene_g18493	0	FALSE	18.204	18	5	7	5	357	41.1	5.54	4.14	5	0	104.5	95.5	82.2	104.2	95.2	104.9	87.3	73.7	108	126.3	107.7	106.9	80.9	101	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g51847	Montipora_capitata_PredGene_g51847	0	FALSE	18.125	7	5	5	5	782	84.7	5.05	0	5	0	145.4	171.2	154.1	138.4	175.6	184.6	151.4	143.7	140.5	157.8	113.8	121	161.9	159.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g54724	Montipora_capitata_PredGene_g54724	0	FALSE	6.615	11	2	2	2	244	27.7	9.94	2.84	2	0	47.2	48.4	48.2	40.7	44.7	49.1	35.5	46.7	43.7	49.2	39.1	54.8	39.9	37.8	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g25626	Montipora_capitata_PredGene_g25626	0.001	FALSE	4.038	3	1	1	1	435	45.9	9.66	0	1	0	73.8	79.4	64.7	77.8	62.3	50.1	56.5	55.1	72.1	63.6	62.1	65.8	66.2	64	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g57618	Montipora_capitata_PredGene_g57618	0.002	FALSE	2.624	5	1	1	1	153	17.3	8.95	0	1	0	58.1	72.7	56	64.7	49.6	60.5	72.8	79.8	76.6	86.9	66.6	62.2	56.2	67.6	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g7065	Montipora_capitata_PredGene_g7065	0	FALSE	38.159	21	8	11	8	498	53.4	7.46	1.81	8	0	238.2	171.6	174.5	201.5	203.7	219.6	211.4	230.6	151.7	247	239.1	197.7	204.9	220.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA13742_R0	Montipora_capitata_PredGene_adi2mcaRNA13742_R0	0	FALSE	31.079	8	8	8	8	1437	158.6	8.75	6.43	8	0	445.9	423.4	369.2	439.9	423.6	449.2	378.4	388.4	549.4	449.6	392.5	485.4	553	448.6	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g32184	Montipora_capitata_PredGene_g32184	0	FALSE	30.539	44	5	12	5	215	23.6	8.13	15.33	5	0	479	557	461.7	496	487.5	549.8	403.7	355.5	445.2	548.4	361.4	372.1	441.4	507.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g12309	Montipora_capitata_PredGene_g12309	0	FALSE	20.52	20	5	9	5	325	36.8	7.02	11.14	5	0	137.4	125.3	133.3	110.9	130.1	123.8	107.8	99	115.9	109.6	87.3	118	119.2	111.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g57629	Montipora_capitata_PredGene_g57629	0	FALSE	13.532	43	4	5	4	99	10.8	8.35	0	4	0	847.1	865.3	762.8	826.3	587.8	682.9	734.5	791.5	938.2	969.8	1086.6	843.1	658.7	912.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA35646_R0	Montipora_capitata_PredGene_adi2mcaRNA35646_R0	0	FALSE	9.171	6	3	3	3	554	62.5	6.58	0	3	0	100.9	103	97.5	91.6	92	108	96.5	105.8	136.5	102.9	100.4	180.5	88.5	99.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g33406	Montipora_capitata_PredGene_g33406	0	FALSE	7.502	3	2	2	2	842	93.7	5.82	3.78	2	0	11.2	10.4	11.4	8.8	7.4	7.3	12.3	9	3.7	8.4	7.9	8.2	9.7	3.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA34859_R1	Montipora_capitata_PredGene_adi2mcaRNA34859_R1	0.001	FALSE	3.95	4	2	2	2	595	67.4	8.16	0	2	0	31.7	25.1	18.3	37.4	31.5	30	18.5	21	30	28.7	25.7	24.4	30.4	33	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g46219	Montipora_capitata_PredGene_g46219	0	FALSE	51.835	19	8	14	5	635	66.3	9.07	36.85	8	2	119.3	109.4	97.9	114.9	117.8	85	112.9	123.7	71.4	106.1	126.2	83.2	204.5	88.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g10109	Montipora_capitata_PredGene_g10109	0	FALSE	30.264	24	5	16	2	269	29.7	5.29	10.47	5	0	119.8	111.4	94.5	121.6	114.5	95.4	66.5	66.7	86.4	101.7	83.7	116.9	108.1	124.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g15438	Montipora_capitata_PredGene_g15438	0	FALSE	24	29	5	5	5	198	22.4	9.06	4.46	5	0	277.1	289.8	231.8	298.3	334.6	312.6	209.3	185	315.9	299.3	275.1	278.4	229.5	255.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA2676_R1	Montipora_capitata_PredGene_adi2mcaRNA2676_R1	0	FALSE	20.653	12	7	8	7	539	60.8	8.85	4.76	7	0	365.5	277.3	308.2	283.3	331.7	293.5	344.1	371.1	227.9	267.4	318.4	201.8	340.5	221	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g55385	Montipora_capitata_PredGene_g55385	0	FALSE	14.436	10	3	3	3	540	60.8	6.87	0	3	0	96.5	94.5	87.9	89.4	86.7	85.1	77.2	91.3	58.9	94.3	89.7	72.1	109	97.6	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g43600	Montipora_capitata_PredGene_g43600	0	FALSE	12.154	10	3	4	3	311	34.8	4.87	1.71	3	0	70.2	77.5	81.3	57.6	65	85.3	87.7	55.8	55.5	59.8	68.9	48	61.8	80.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g56978	Montipora_capitata_PredGene_g56978	0	FALSE	11.093	8	3	3	3	597	63.8	8.38	2.19	3	0	16.1	6.7	10.5	8.9	10	6.7	11.4	11.6	11.1	10.4	11.6	8	11.4	11.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA2042_R0	Montipora_capitata_PredGene_adi2mcaRNA2042_R0	0	FALSE	5.878	9	3	3	3	313	35.6	5.1	4.21	3	0	288.5	286.7	271.6	262.4	260.7	274.2	303.2	272	364.1	294.8	301.1	305	260.1	258	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g32301	Montipora_capitata_PredGene_g32301	0.007	FALSE	1.842	5	1	1	1	168	19.3	7.94	2.02	1	0	61.6	60.4	60.1	53.3	52.8	52.8	50.5	56.2	61.9	75.4	62.8	45.5	64.5	61	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g20167	Montipora_capitata_PredGene_g20167	0	FALSE	44.578	35	8	19	8	296	32.2	8.24	24.23	8	0	413.2	401.6	364.7	392.4	423	329.9	367.3	415.4	233	406.2	485.1	254	413	419	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g9019	Montipora_capitata_PredGene_g9019	0	FALSE	41.795	17	12	14	12	799	88.4	5.55	16.6	12	0	462.5	381.5	393.5	386.7	398.9	418.1	426.6	323.1	340.4	368.1	358.9	465.2	383.8	485.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g31749	Montipora_capitata_PredGene_g31749	0	FALSE	40.773	22	9	11	9	432	49.6	5.63	11.15	9	0	868.7	905.5	753.2	900.9	1019.5	931.1	631.5	620.7	849.1	1074.8	806.6	840.6	915.9	1011.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g46872	Montipora_capitata_PredGene_g46872	0	FALSE	33.08	15	10	10	10	756	86.1	7.08	7.09	10	0	427.5	378.1	367.9	378.8	493.5	310.3	296.8	304.7	324.1	409.7	359.1	285.7	543.4	277.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g58339	Montipora_capitata_PredGene_g58339	0	FALSE	21.732	11	6	6	6	662	73.2	7.91	4.88	6	0	138.4	124.4	114	130.2	124.7	122.6	113.9	122	125.4	146	112.8	118	128.9	118.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g6392	Montipora_capitata_PredGene_g6392	0	FALSE	13.007	21	3	11	3	128	14.6	4.88	2.38	3	0	442	471.4	458.9	392.1	441.5	429.5	586.1	505	521	454.6	467.3	552.7	474.8	458.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g42601	Montipora_capitata_PredGene_g42601	0	FALSE	10.061	12	4	5	4	305	35	8.76	8.76	4	0	149.6	293.1	220.1	172.2	208.9	184.6	228.3	229.8	176.1	226.2	184.6	255.4	266.2	275.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA31015_R0	Montipora_capitata_PredGene_adi2mcaRNA31015_R0	0	FALSE	7.135	5	3	3	3	598	65.7	8.56	0	3	0	43.8	37.6	35.4	40.2	42.7	43.7	42.9	36.7	60.2	43.4	44.3	49.4	74.3	57.8	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g50627	Montipora_capitata_PredGene_g50627	0	FALSE	5.829	11	1	1	1	133	15.1	9.23	0	1	0	157.4	143.8	140.8	138.9	150.5	143.1	104.9	103.8	135.2	154.5	131.8	139.6	122.6	125.3	1	
FALSE	Medium	Master Protein	Montipora_capitata_PredGene_g28784	Montipora_capitata_PredGene_g28784	0.017	FALSE	1.472	1	1	1	1	590	66.4	6.46	1.83	1	0	25.3	25.1	22.4	24.4	28.7	30.3	29	29.6	39.5	25.8	33.5	30.6	19.9	15.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA26617_R2	Montipora_capitata_PredGene_adi2mcaRNA26617_R2	0	FALSE	162.022	34	33	77	28	970	110.6	8.94	106.13	33	4	2746.4	2415	2211.8	2592	2366.3	2010.8	2413.4	2466.9	3443.7	2654	3178	1447	3454.2	1963.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g64054	Montipora_capitata_PredGene_g64054	0	FALSE	32.944	27	8	9	8	447	48.4	8.1	4.75	8	0	938.8	856.2	761.4	912.2	800.3	891.5	656.5	626.3	823	874.9	644.5	754.1	763	782	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g39202	Montipora_capitata_PredGene_g39202	0	FALSE	31.965	13	5	13	1	511	49.7	8.25	13.36	5	0	55.8	53.5	42.3	61.2	94.3	73.7	105.7	112.6		81	93.3		109.9	62.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g14152	Montipora_capitata_PredGene_g14152	0	FALSE	29.457	32	8	10	8	307	34.5	5.1	6.38	8	0	377.3	476.5	409.2	380.3	377	388	346.9	339	871	334.7	327	1045	326.5	387.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g62092	Montipora_capitata_PredGene_g62092	0	FALSE	26.427	30	5	6	5	247	27	8.16	8.96	5	0	149.2	126.7	113	144.8	117.8	87.8	106	132.6	147.3	164.7	163.8	72.6	186.4	69.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g70623	Montipora_capitata_PredGene_g70623	0	FALSE	18.827	10	6	6	5	685	76.8	5.81	2.99	6	0	68.7	68.6	59.8	68.2	61.8	62.6	49.3	60.8	54.6	73.6	62.4	58.6	51.3	65.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g41235	Montipora_capitata_PredGene_g41235	0	FALSE	18.318	7	6	10	4	782	88.2	5.94	5.17	6	0	126.3	138.8	136.9	110.7	114.4	147.5	152.3	120.8	104.7	116	98.2	135.1	95.8	138.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA39956_R0	Montipora_capitata_PredGene_adi2mcaRNA39956_R0	0	FALSE	14.492	10	5	7	5	516	58.4	6.86	4.5	5	0	204.4	205.6	203	179.2	218.4	218.3	163.6	150.4	159.1	174.8	144.2	189.7	206.5	173.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA1019_R0	Montipora_capitata_PredGene_adi2mcaRNA1019_R0	0	FALSE	10.457	16	3	4	3	358	40.5	6.28	2.58	3	0	72.5	57.7	63.4	57.1	48.3	60.5	73.4	77.1	45.2	64	77.4	70.2	60.8	68.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA41444_R0	Montipora_capitata_PredGene_adi2mcaRNA41444_R0	0	FALSE	10.152	16	3	8	3	257	29.3	4.63	6.84	3	0	82.1	53.1	56.5	66.7	72.3	66.5	73	43.5	23.1	48.4	48.4	57.1	66.4	64.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA11315_R2	Montipora_capitata_PredGene_adi2mcaRNA11315_R2	0	FALSE	5.181	4	1	1	1	274	29	8.21	2.38	1	0	22.8	46.3	51.5	17.7	60	48	33.6	32.7	41.6	33.9	37.6	19.6	47.1	42.6	1	
